neuron_id,spike_time
0,5556.049999999997 ms
0,5556.899999999998 ms
0,5561.0999999999985 ms
0,5569.549999999997 ms
0,5577.999999999998 ms
0,5585.249999999998 ms
0,5587.599999999997 ms
0,5589.599999999997 ms
0,5607.099999999997 ms
0,5609.749999999998 ms
0,5611.399999999996 ms
0,5618.749999999998 ms
0,5623.749999999998 ms
0,5629.549999999997 ms
0,5630.099999999997 ms
0,5632.399999999998 ms
0,5634.5999999999985 ms
0,5637.699999999997 ms
0,5671.8499999999985 ms
0,5681.999999999996 ms
0,5682.649999999998 ms
0,5701.399999999998 ms
0,5707.699999999997 ms
0,5709.399999999998 ms
0,5717.549999999996 ms
0,5720.999999999996 ms
0,5725.549999999996 ms
0,5747.599999999997 ms
0,5757.899999999996 ms
0,5768.099999999997 ms
0,5786.199999999997 ms
0,5786.549999999997 ms
0,5788.349999999997 ms
0,5794.299999999997 ms
0,5806.349999999997 ms
0,5808.449999999999 ms
0,5812.449999999999 ms
0,5814.149999999998 ms
0,5816.199999999997 ms
0,5819.949999999997 ms
0,5827.649999999998 ms
0,5830.3499999999985 ms
0,5830.999999999996 ms
0,5846.199999999997 ms
0,5849.049999999997 ms
0,5857.699999999997 ms
0,5866.699999999997 ms
0,5873.249999999996 ms
0,5879.249999999996 ms
0,5884.899999999998 ms
0,5898.599999999997 ms
0,5899.349999999997 ms
0,5902.699999999997 ms
0,5905.649999999998 ms
0,5921.849999999997 ms
0,5931.549999999997 ms
0,5959.449999999995 ms
0,5967.299999999997 ms
0,5971.399999999996 ms
0,5973.049999999997 ms
0,5985.749999999996 ms
0,5987.149999999996 ms
0,5998.599999999997 ms
0,6000.699999999995 ms
0,6001.299999999997 ms
0,6010.699999999995 ms
0,6010.949999999995 ms
0,6016.249999999996 ms
0,6021.149999999996 ms
0,6021.299999999996 ms
0,6024.249999999996 ms
0,6024.499999999996 ms
0,6026.649999999994 ms
0,6039.599999999995 ms
0,6051.649999999994 ms
0,6051.999999999996 ms
0,6052.549999999996 ms
0,6079.149999999996 ms
0,6083.299999999996 ms
0,6090.249999999996 ms
0,6092.049999999996 ms
0,6095.299999999996 ms
0,6111.599999999995 ms
0,6116.749999999996 ms
0,6119.599999999995 ms
0,6122.549999999996 ms
0,6126.799999999996 ms
0,6140.599999999995 ms
0,6146.049999999996 ms
0,6149.199999999995 ms
0,6151.2499999999945 ms
0,6157.099999999997 ms
0,6158.549999999996 ms
0,6159.349999999995 ms
0,6160.949999999997 ms
0,6161.649999999996 ms
0,6166.599999999997 ms
0,6167.849999999997 ms
0,6189.7499999999945 ms
0,6193.199999999995 ms
0,6208.199999999995 ms
0,6212.799999999996 ms
0,6214.549999999996 ms
0,6215.499999999996 ms
0,6217.249999999996 ms
0,6223.099999999995 ms
0,6230.249999999996 ms
0,6240.399999999994 ms
0,6240.949999999995 ms
0,6262.649999999996 ms
0,6270.2499999999945 ms
0,6273.9999999999945 ms
0,6279.149999999996 ms
0,6290.049999999994 ms
0,6308.949999999995 ms
0,6317.599999999993 ms
0,6326.4999999999945 ms
0,6350.199999999993 ms
