neuron_id,spike_time
116,5041.550000000002 ms
116,5062.900000000002 ms
116,5067.900000000002 ms
116,5072.050000000002 ms
116,5075.700000000002 ms
116,5078.400000000001 ms
116,5081.500000000001 ms
116,5081.950000000002 ms
116,5090.250000000003 ms
116,5090.950000000002 ms
116,5093.400000000001 ms
116,5099.500000000001 ms
116,5102.350000000001 ms
116,5113.900000000002 ms
116,5124.550000000002 ms
116,5125.400000000002 ms
116,5134.050000000002 ms
116,5141.250000000001 ms
116,5149.650000000001 ms
116,5149.850000000001 ms
116,5150.55 ms
116,5152.900000000001 ms
116,5155.950000000002 ms
116,5169.400000000001 ms
116,5175.450000000002 ms
116,5176.150000000001 ms
116,5188.900000000002 ms
116,5198.450000000002 ms
116,5207.350000000001 ms
116,5208.05 ms
116,5208.95 ms
116,5209.650000000001 ms
116,5214.950000000002 ms
116,5228.300000000002 ms
116,5232.450000000002 ms
116,5240.350000000001 ms
116,5241.000000000001 ms
116,5244.249999999999 ms
116,5247.55 ms
116,5251.850000000001 ms
116,5258.900000000001 ms
116,5287.099999999999 ms
116,5288.600000000001 ms
116,5302.099999999999 ms
116,5309.05 ms
116,5311.900000000001 ms
116,5314.849999999999 ms
116,5315.249999999999 ms
116,5315.649999999999 ms
116,5320.299999999998 ms
116,5334.8 ms
116,5339.049999999998 ms
116,5342.949999999998 ms
116,5344.299999999998 ms
116,5369.199999999998 ms
116,5371.7 ms
116,5373.499999999999 ms
116,5378.399999999999 ms
116,5379.049999999998 ms
116,5381.349999999999 ms
116,5384.549999999998 ms
116,5385.399999999999 ms
116,5389.349999999998 ms
116,5395.049999999998 ms
116,5397.199999999998 ms
116,5397.549999999998 ms
116,5399.249999999997 ms
116,5409.849999999998 ms
116,5410.749999999997 ms
116,5414.699999999998 ms
116,5426.899999999997 ms
116,5437.249999999997 ms
116,5441.549999999998 ms
116,5444.199999999998 ms
116,5445.349999999998 ms
116,5453.249999999997 ms
116,5455.949999999996 ms
116,5469.349999999996 ms
116,5475.699999999996 ms
116,5508.149999999997 ms
116,5550.149999999997 ms
116,5559.899999999997 ms
116,5561.449999999998 ms
116,5567.849999999998 ms
116,5577.599999999996 ms
116,5582.649999999997 ms
116,5583.749999999997 ms
116,5588.049999999998 ms
116,5591.5499999999965 ms
116,5594.899999999997 ms
116,5596.949999999998 ms
116,5597.899999999997 ms
116,5600.2999999999965 ms
116,5614.249999999997 ms
116,5616.249999999997 ms
116,5620.449999999996 ms
116,5630.499999999997 ms
116,5631.649999999997 ms
116,5640.149999999997 ms
116,5643.7999999999965 ms
116,5646.5499999999965 ms
116,5660.349999999998 ms
116,5662.649999999997 ms
116,5664.5499999999965 ms
116,5674.749999999995 ms
116,5697.349999999996 ms
116,5705.699999999996 ms
116,5713.599999999996 ms
116,5723.599999999998 ms
116,5725.449999999998 ms
116,5728.049999999998 ms
116,5729.499999999997 ms
116,5772.049999999998 ms
116,5788.499999999997 ms
116,5789.749999999997 ms
116,5801.749999999997 ms
116,5802.399999999997 ms
116,5808.5499999999965 ms
116,5825.349999999998 ms
116,5840.149999999997 ms
116,5844.199999999998 ms
116,5848.549999999998 ms
116,5849.149999999999 ms
116,5849.299999999998 ms
116,5854.199999999998 ms
116,5861.949999999996 ms
116,5868.7999999999965 ms
116,5888.199999999996 ms
116,5892.7999999999965 ms
116,5896.349999999998 ms
116,5905.699999999998 ms
116,5905.799999999998 ms
116,5917.149999999999 ms
116,5917.499999999999 ms
116,5919.05 ms
116,5924.299999999998 ms
116,5931.55 ms
116,5934.400000000001 ms
116,5935.000000000001 ms
116,5940.850000000001 ms
116,5945.599999999999 ms
116,5947.650000000001 ms
116,5949.650000000001 ms
116,5988.450000000002 ms
116,5994.95 ms
116,6006.500000000001 ms
116,6022.900000000001 ms
116,6024.3 ms
116,6033.95 ms
116,6046.399999999999 ms
116,6047.099999999999 ms
116,6053.95 ms
116,6063.099999999999 ms
116,6069.150000000001 ms
116,6069.649999999999 ms
116,6070.299999999998 ms
116,6089.099999999999 ms
116,6100.45 ms
116,6112.099999999999 ms
116,6121.799999999998 ms
116,6124.05 ms
116,6128.900000000001 ms
116,6136.349999999999 ms
116,6137.400000000001 ms
116,6139.849999999999 ms
116,6140.650000000001 ms
116,6149.45 ms
116,6160.399999999999 ms
116,6160.95 ms
116,6165.250000000001 ms
116,6190.100000000001 ms
116,6195.849999999999 ms
116,6198.05 ms
116,6202.150000000001 ms
116,6208.150000000001 ms
116,6236.150000000001 ms
116,6239.400000000001 ms
116,6274.000000000001 ms
116,6275.150000000001 ms
116,6280.450000000002 ms
116,6299.550000000002 ms
116,6304.500000000001 ms
116,6323.900000000001 ms
116,6329.849999999999 ms
116,6332.2 ms
116,6341.250000000001 ms
116,6344.150000000001 ms
116,6344.599999999999 ms
116,6348.650000000001 ms
116,6348.750000000001 ms
116,6352.800000000002 ms
116,6358.100000000001 ms
116,6358.950000000002 ms
116,6360.900000000001 ms
116,6364.500000000001 ms
116,6371.900000000001 ms
116,6384.450000000002 ms
116,6384.600000000001 ms
116,6400.8 ms
116,6401.750000000001 ms
116,6408.000000000001 ms
116,6418.750000000001 ms
116,6419.650000000001 ms
116,6427.950000000002 ms
116,6429.050000000002 ms
116,6431.150000000002 ms
116,6443.800000000002 ms
116,6457.750000000001 ms
116,6457.900000000001 ms
116,6464.000000000001 ms
116,6466.95 ms
116,6467.750000000001 ms
116,6472.550000000002 ms
116,6475.3 ms
116,6491.150000000001 ms
116,6504.950000000002 ms
116,6508.850000000001 ms
116,6529.450000000002 ms
116,6536.550000000002 ms
116,6549.400000000002 ms
116,6588.250000000003 ms
116,6591.400000000002 ms
116,6599.400000000002 ms
116,6607.400000000002 ms
116,6610.850000000001 ms
116,6616.050000000002 ms
116,6618.900000000002 ms
116,6622.500000000003 ms
116,6629.300000000004 ms
116,6637.000000000003 ms
116,6638.500000000003 ms
116,6642.100000000003 ms
116,6655.150000000004 ms
116,6675.800000000004 ms
116,6677.2000000000035 ms
116,6677.400000000002 ms
116,6677.550000000002 ms
116,6678.050000000002 ms
116,6711.200000000002 ms
116,6718.600000000001 ms
116,6723.150000000002 ms
116,6741.500000000003 ms
116,6743.400000000002 ms
116,6747.100000000001 ms
116,6747.200000000002 ms
116,6750.600000000001 ms
116,6753.55 ms
116,6761.750000000001 ms
116,6775.45 ms
116,6775.950000000002 ms
116,6776.650000000001 ms
116,6783.3 ms
116,6783.8 ms
116,6787.55 ms
116,6789.05 ms
116,6798.55 ms
116,6800.45 ms
116,6801.750000000001 ms
116,6805.400000000001 ms
116,6827.750000000001 ms
116,6838.100000000001 ms
116,6839.500000000001 ms
116,6843.999999999999 ms
116,6845.3 ms
116,6848.350000000001 ms
116,6855.150000000001 ms
116,6855.250000000001 ms
116,6857.7 ms
116,6859.950000000002 ms
116,6864.550000000002 ms
116,6869.05 ms
116,6870.600000000001 ms
116,6875.3 ms
116,6888.400000000001 ms
116,6891.250000000001 ms
116,6895.650000000001 ms
116,6899.250000000001 ms
116,6910.250000000003 ms
116,6925.200000000002 ms
116,6941.150000000001 ms
116,6942.750000000001 ms
116,6946.500000000003 ms
116,6949.050000000002 ms
116,6956.550000000002 ms
116,6961.150000000002 ms
116,6961.550000000002 ms
116,6968.200000000002 ms
116,6969.650000000001 ms
116,6975.250000000001 ms
116,6975.550000000002 ms
116,6975.650000000002 ms
116,6980.000000000003 ms
116,6980.300000000004 ms
116,6985.100000000003 ms
116,6985.400000000004 ms
116,7011.800000000004 ms
116,7021.850000000003 ms
116,7025.650000000004 ms
116,7032.150000000002 ms
116,7043.250000000003 ms
116,7049.550000000004 ms
116,7051.2000000000035 ms
116,7059.600000000003 ms
116,7063.650000000004 ms
116,7086.050000000004 ms
116,7095.9500000000035 ms
116,7100.300000000004 ms
116,7102.850000000003 ms
116,7104.900000000004 ms
116,7105.250000000005 ms
116,7105.600000000005 ms
116,7109.400000000004 ms
116,7117.350000000003 ms
116,7123.550000000004 ms
116,7128.300000000004 ms
116,7128.650000000004 ms
116,7132.900000000004 ms
116,7136.600000000003 ms
116,7148.000000000003 ms
116,7155.100000000003 ms
116,7178.550000000004 ms
116,7179.500000000003 ms
116,7203.400000000002 ms
116,7208.800000000002 ms
116,7215.400000000002 ms
116,7236.850000000003 ms
116,7239.300000000002 ms
116,7247.700000000002 ms
116,7249.550000000002 ms
116,7256.600000000003 ms
116,7261.800000000002 ms
116,7262.950000000002 ms
116,7281.7000000000035 ms
116,7283.900000000002 ms
116,7289.850000000001 ms
116,7294.450000000002 ms
116,7303.600000000001 ms
116,7318.800000000002 ms
116,7321.150000000002 ms
116,7322.500000000003 ms
116,7334.600000000003 ms
116,7334.9500000000035 ms
116,7352.350000000003 ms
116,7358.300000000002 ms
116,7361.300000000004 ms
116,7362.400000000004 ms
116,7365.050000000004 ms
116,7368.750000000003 ms
116,7382.900000000002 ms
116,7383.4500000000035 ms
116,7387.250000000003 ms
116,7396.700000000002 ms
116,7400.650000000002 ms
116,7414.600000000001 ms
116,7420.750000000001 ms
116,7423.350000000001 ms
116,7433.750000000001 ms
116,7440.150000000001 ms
116,7446.600000000001 ms
116,7461.900000000002 ms
116,7469.250000000003 ms
116,7476.000000000001 ms
116,7479.650000000001 ms
116,7484.000000000001 ms
116,7487.250000000003 ms
116,7489.800000000002 ms
116,7493.400000000002 ms
116,7513.600000000001 ms
116,7524.600000000003 ms
116,7526.100000000001 ms
116,7529.400000000002 ms
116,7537.100000000001 ms
116,7545.150000000002 ms
116,7550.300000000002 ms
116,7553.150000000002 ms
116,7555.650000000002 ms
116,7560.850000000001 ms
116,7564.150000000002 ms
116,7564.800000000002 ms
116,7580.600000000003 ms
116,7584.350000000001 ms
116,7587.150000000002 ms
116,7590.250000000003 ms
116,7590.900000000002 ms
116,7595.9500000000035 ms
116,7612.300000000004 ms
116,7613.300000000002 ms
116,7619.150000000002 ms
116,7627.100000000003 ms
116,7632.400000000004 ms
116,7634.900000000002 ms
116,7637.550000000002 ms
116,7643.250000000003 ms
116,7643.650000000002 ms
116,7644.7000000000035 ms
116,7647.150000000002 ms
116,7658.250000000003 ms
116,7659.000000000003 ms
116,7669.650000000002 ms
116,7687.800000000002 ms
116,7691.300000000002 ms
116,7693.750000000001 ms
116,7694.200000000002 ms
116,7695.100000000001 ms
116,7695.900000000002 ms
116,7730.300000000002 ms
116,7735.8 ms
116,7749.650000000001 ms
116,7749.750000000001 ms
116,7759.550000000002 ms
116,7782.200000000002 ms
116,7785.900000000001 ms
116,7789.150000000002 ms
116,7789.750000000003 ms
116,7789.950000000002 ms
116,7790.450000000002 ms
116,7791.850000000001 ms
116,7793.650000000002 ms
116,7801.750000000003 ms
116,7807.900000000002 ms
116,7809.350000000001 ms
116,7811.000000000001 ms
116,7813.000000000001 ms
116,7829.400000000001 ms
116,7829.900000000001 ms
116,7838.849999999999 ms
116,7848.55 ms
116,7852.05 ms
116,7855.600000000001 ms
116,7862.750000000001 ms
116,7871.999999999999 ms
116,7883.250000000001 ms
116,7897.850000000001 ms
116,7922.599999999999 ms
116,7922.900000000001 ms
116,7933.05 ms
116,7934.100000000001 ms
116,7936.099999999999 ms
116,7942.249999999999 ms
116,7943.2 ms
116,7945.750000000001 ms
116,7965.650000000001 ms
116,7966.849999999999 ms
116,7970.2 ms
116,7978.3 ms
116,7979.499999999999 ms
116,7981.8 ms
116,7983.749999999999 ms
116,7984.649999999999 ms
116,7985.45 ms
116,7986.45 ms
116,8001.399999999999 ms
116,8006.799999999998 ms
116,8021.699999999998 ms
116,8024.799999999998 ms
116,8028.849999999999 ms
116,8050.45 ms
116,8055.7 ms
116,8055.8 ms
116,8056.05 ms
116,8057.2 ms
116,8066.95 ms
116,8070.8 ms
116,8071.900000000001 ms
116,8092.000000000001 ms
116,8107.750000000001 ms
116,8110.750000000001 ms
116,8139.500000000001 ms
116,8140.2 ms
116,8142.200000000002 ms
116,8145.600000000001 ms
116,8147.650000000001 ms
116,8152.05 ms
116,8162.95 ms
116,8172.95 ms
116,8178.399999999999 ms
116,8179.45 ms
116,8179.7 ms
116,8181.45 ms
116,8183.95 ms
116,8187.55 ms
116,8190.7 ms
116,8201.099999999999 ms
116,8208.45 ms
116,8213.25 ms
116,8214.150000000001 ms
116,8217.3 ms
116,8218.849999999999 ms
116,8221.949999999997 ms
116,8222.8 ms
116,8227.649999999998 ms
116,8248.399999999998 ms
116,8258.649999999998 ms
116,8261.399999999998 ms
116,8263.149999999998 ms
116,8263.649999999998 ms
116,8264.75 ms
116,8291.650000000001 ms
116,8294.75 ms
116,8308.45 ms
116,8308.650000000001 ms
116,8309.850000000002 ms
116,8311.550000000003 ms
116,8312.700000000004 ms
116,8327.050000000003 ms
116,8332.850000000002 ms
116,8332.95 ms
116,8333.400000000005 ms
116,8335.500000000004 ms
116,8367.300000000003 ms
116,8373.050000000003 ms
116,8380.600000000002 ms
116,8382.2 ms
116,8383.050000000003 ms
116,8384.550000000003 ms
116,8388.600000000002 ms
116,8397.100000000002 ms
116,8397.850000000002 ms
116,8402.150000000001 ms
116,8409.45 ms
116,8423.0 ms
116,8424.900000000001 ms
116,8438.400000000001 ms
116,8441.55 ms
116,8446.2 ms
116,8447.05 ms
116,8464.2 ms
116,8470.45 ms
116,8475.8 ms
116,8476.0 ms
116,8489.599999999999 ms
116,8491.900000000001 ms
116,8495.25 ms
116,8505.0 ms
116,8519.150000000001 ms
116,8530.5 ms
116,8535.099999999999 ms
116,8544.050000000003 ms
116,8547.849999999999 ms
116,8549.099999999999 ms
116,8558.75 ms
116,8564.5 ms
116,8566.95 ms
116,8569.2 ms
116,8576.7 ms
116,8578.45 ms
116,8583.900000000001 ms
116,8586.75 ms
116,8587.800000000003 ms
116,8599.849999999999 ms
116,8600.2 ms
116,8600.95 ms
116,8602.650000000001 ms
116,8618.2 ms
116,8624.350000000002 ms
116,8632.399999999998 ms
116,8652.600000000002 ms
116,8684.399999999998 ms
116,8692.7 ms
116,8702.899999999998 ms
116,8708.2 ms
116,8714.249999999996 ms
116,8715.899999999998 ms
116,8724.349999999999 ms
116,8726.55 ms
116,8729.7 ms
116,8740.349999999999 ms
116,8744.25 ms
116,8748.549999999996 ms
116,8761.799999999996 ms
116,8768.949999999997 ms
116,8770.149999999998 ms
116,8783.05 ms
116,8786.699999999997 ms
116,8789.199999999997 ms
116,8808.699999999997 ms
116,8809.349999999999 ms
116,8811.949999999997 ms
116,8817.149999999998 ms
116,8818.3 ms
116,8822.599999999995 ms
116,8836.999999999996 ms
116,8839.099999999995 ms
116,8846.55 ms
116,8846.8 ms
116,8849.399999999998 ms
116,8852.599999999999 ms
116,8853.199999999997 ms
116,8853.3 ms
116,8872.7 ms
116,8878.099999999999 ms
116,8882.099999999999 ms
116,8893.599999999999 ms
116,8896.55 ms
116,8900.45 ms
116,8913.8 ms
116,8931.349999999999 ms
116,8932.649999999998 ms
116,8935.999999999996 ms
116,8945.399999999998 ms
116,8950.149999999998 ms
116,8953.849999999999 ms
116,8955.599999999999 ms
116,8957.75 ms
116,8958.699999999997 ms
116,8958.8 ms
116,9004.3 ms
116,9012.8 ms
116,9025.2 ms
116,9028.999999999996 ms
116,9038.349999999999 ms
116,9046.3 ms
116,9049.05 ms
116,9050.5 ms
116,9053.25 ms
116,9062.55 ms
116,9065.0 ms
116,9068.650000000001 ms
116,9071.3 ms
116,9086.2 ms
116,9099.45 ms
116,9104.649999999998 ms
116,9123.649999999998 ms
116,9128.8 ms
116,9137.899999999998 ms
116,9147.8 ms
116,9151.5 ms
116,9159.900000000001 ms
116,9166.599999999999 ms
116,9170.300000000003 ms
116,9177.75 ms
116,9195.550000000003 ms
116,9196.5 ms
116,9199.0 ms
116,9206.75 ms
116,9213.900000000001 ms
116,9247.0 ms
116,9249.100000000002 ms
116,9250.250000000004 ms
116,9272.750000000004 ms
116,9291.000000000004 ms
116,9296.400000000001 ms
116,9306.150000000001 ms
116,9316.0 ms
116,9318.300000000003 ms
116,9322.75 ms
116,9325.200000000004 ms
116,9326.5 ms
116,9328.400000000001 ms
116,9336.25 ms
116,9337.350000000002 ms
116,9348.500000000004 ms
116,9352.8 ms
116,9369.2 ms
116,9376.2 ms
116,9380.850000000002 ms
116,9381.100000000002 ms
116,9395.55 ms
116,9422.45 ms
116,9428.150000000001 ms
116,9428.800000000003 ms
116,9431.45 ms
116,9451.600000000002 ms
116,9454.899999999998 ms
116,9457.5 ms
116,9458.349999999999 ms
116,9463.45 ms
116,9464.75 ms
116,9471.599999999999 ms
116,9499.25 ms
116,9500.55 ms
116,9502.849999999999 ms
116,9509.55 ms
116,9512.8 ms
116,9514.149999999998 ms
116,9524.05 ms
116,9526.899999999998 ms
116,9531.0 ms
116,9534.099999999999 ms
116,9543.7 ms
116,9544.75 ms
116,9560.25 ms
116,9583.05 ms
116,9583.25 ms
116,9585.150000000001 ms
116,9594.3 ms
116,9597.8 ms
116,9603.75 ms
116,9606.45 ms
116,9607.150000000001 ms
116,9615.900000000001 ms
116,9633.75 ms
116,9635.150000000001 ms
116,9638.850000000002 ms
116,9660.900000000001 ms
116,9665.150000000001 ms
116,9666.95 ms
116,9673.95 ms
116,9698.650000000001 ms
116,9698.75 ms
116,9704.200000000004 ms
116,9713.75 ms
116,9717.150000000001 ms
116,9717.400000000001 ms
116,9718.650000000001 ms
116,9719.75 ms
116,9735.550000000003 ms
116,9738.2 ms
116,9755.8 ms
116,9781.45 ms
116,9781.900000000001 ms
116,9783.0 ms
116,9783.450000000004 ms
116,9791.0 ms
116,9804.850000000002 ms
116,9824.550000000003 ms
116,9850.850000000002 ms
116,9861.350000000002 ms
116,9864.000000000004 ms
116,9864.95 ms
116,9895.300000000003 ms
116,9895.400000000001 ms
116,9898.800000000003 ms
116,9905.900000000001 ms
116,9909.050000000003 ms
116,9910.600000000002 ms
116,9912.250000000004 ms
116,9921.95 ms
116,9938.400000000005 ms
116,9944.500000000004 ms
116,9956.050000000003 ms
116,9956.650000000001 ms
116,9980.200000000004 ms
116,9981.700000000004 ms
116,9982.600000000002 ms
116,9984.100000000002 ms
116,9990.900000000001 ms
117,369.3 ms
117,429.1000000000001 ms
117,436.34999999999997 ms
117,501.8500000000001 ms
117,521.95 ms
117,550.25 ms
117,578.4000000000001 ms
117,584.05 ms
117,586.95 ms
117,603.9999999999998 ms
117,618.05 ms
117,640.05 ms
117,642.9999999999998 ms
117,680.45 ms
117,681.7 ms
117,699.0999999999999 ms
117,731.5 ms
117,743.75 ms
117,777.75 ms
117,785.0999999999999 ms
117,785.3499999999999 ms
117,820.3999999999999 ms
117,828.55 ms
117,853.1999999999998 ms
117,856.7499999999998 ms
117,859.9999999999998 ms
117,871.7999999999997 ms
117,898.0999999999997 ms
117,915.6499999999996 ms
117,953.4999999999995 ms
117,970.3999999999996 ms
117,971.4499999999996 ms
117,994.2999999999995 ms
117,1016.4499999999996 ms
117,1034.3999999999999 ms
117,1038.0999999999997 ms
117,1049.9999999999998 ms
117,1062.6499999999999 ms
117,1071.4999999999998 ms
117,1083.6499999999999 ms
117,1095.6000000000001 ms
117,1104.7 ms
117,1117.1000000000001 ms
117,1129.95 ms
117,1134.9499999999996 ms
117,1135.6499999999999 ms
117,1139.2499999999998 ms
117,1161.2499999999998 ms
117,1163.7499999999998 ms
117,1169.7999999999995 ms
117,1172.8 ms
117,1177.8499999999997 ms
117,1221.5999999999997 ms
117,1226.5999999999997 ms
117,1227.3 ms
117,1231.4999999999998 ms
117,1239.6499999999999 ms
117,1240.4499999999996 ms
117,1244.6499999999999 ms
117,1271.05 ms
117,1282.8999999999999 ms
117,1297.4499999999996 ms
117,1310.0499999999995 ms
117,1324.5999999999997 ms
117,1330.3499999999997 ms
117,1332.9499999999996 ms
117,1334.0999999999997 ms
117,1339.5999999999997 ms
117,1342.8999999999994 ms
117,1358.4999999999993 ms
117,1363.9499999999996 ms
117,1390.1499999999999 ms
117,1399.9499999999996 ms
117,1420.3499999999997 ms
117,1447.3999999999994 ms
117,1450.0999999999997 ms
117,1451.7499999999998 ms
117,1456.0999999999997 ms
117,1457.9499999999996 ms
117,1458.6499999999999 ms
117,1471.8499999999997 ms
117,1482.7499999999998 ms
117,1491.7499999999998 ms
117,1494.7999999999995 ms
117,1495.3999999999994 ms
117,1496.8499999999997 ms
117,1511.7499999999998 ms
117,1535.95 ms
117,1621.1499999999999 ms
117,1621.2499999999998 ms
117,1625.6499999999999 ms
117,1630.4499999999996 ms
117,1634.7 ms
117,1641.4499999999996 ms
117,1642.1499999999999 ms
117,1645.1499999999999 ms
117,1647.6499999999999 ms
117,1654.4999999999998 ms
117,1654.9999999999998 ms
117,1698.8499999999997 ms
117,1703.8999999999994 ms
117,1706.6999999999996 ms
117,1710.0999999999997 ms
117,1746.7499999999998 ms
117,1753.7499999999998 ms
117,1764.7 ms
117,1765.2499999999998 ms
117,1765.8499999999997 ms
117,1771.1999999999996 ms
117,1773.2999999999995 ms
117,1776.8499999999992 ms
117,1792.5499999999995 ms
117,1794.8499999999992 ms
117,1802.3499999999997 ms
117,1808.6999999999996 ms
117,1810.1499999999994 ms
117,1816.1499999999994 ms
117,1827.7499999999993 ms
117,1830.2499999999993 ms
117,1832.9499999999996 ms
117,1840.8999999999994 ms
117,1842.1999999999991 ms
117,1843.4999999999993 ms
117,1847.549999999999 ms
117,1848.399999999999 ms
117,1849.1999999999991 ms
117,1849.9999999999989 ms
117,1851.1999999999991 ms
117,1852.299999999999 ms
117,1866.9499999999991 ms
117,1883.9999999999989 ms
117,1892.3499999999988 ms
117,1902.549999999999 ms
117,1907.7499999999993 ms
117,1929.049999999999 ms
117,1934.0999999999988 ms
117,1944.049999999999 ms
117,1946.549999999999 ms
117,1953.4499999999991 ms
117,1960.9499999999991 ms
117,1961.8499999999992 ms
117,1969.2999999999995 ms
117,1981.799999999999 ms
117,1983.7499999999993 ms
117,1993.4999999999993 ms
117,2003.549999999999 ms
117,2003.899999999999 ms
117,2007.9999999999989 ms
117,2024.8499999999988 ms
117,2075.0499999999993 ms
117,2098.6499999999987 ms
117,2099.0999999999985 ms
117,2102.249999999998 ms
117,2110.3499999999985 ms
117,2116.249999999998 ms
117,2128.3499999999985 ms
117,2132.5999999999985 ms
117,2134.449999999999 ms
117,2148.399999999998 ms
117,2153.499999999998 ms
117,2154.499999999998 ms
117,2160.0499999999984 ms
117,2161.199999999998 ms
117,2162.249999999999 ms
117,2162.7999999999984 ms
117,2177.3499999999995 ms
117,2182.749999999999 ms
117,2184.8499999999995 ms
117,2194.2999999999984 ms
117,2196.249999999999 ms
117,2198.2999999999984 ms
117,2199.749999999999 ms
117,2205.699999999998 ms
117,2225.0999999999985 ms
117,2234.0999999999985 ms
117,2246.5999999999985 ms
117,2256.699999999999 ms
117,2271.7999999999984 ms
117,2272.3499999999985 ms
117,2288.749999999998 ms
117,2296.249999999998 ms
117,2297.249999999998 ms
117,2324.2999999999993 ms
117,2333.8999999999987 ms
117,2352.1499999999987 ms
117,2355.3499999999985 ms
117,2356.0999999999985 ms
117,2367.8499999999985 ms
117,2372.5499999999984 ms
117,2374.199999999998 ms
117,2377.0999999999985 ms
117,2406.249999999998 ms
117,2420.8999999999987 ms
117,2423.0999999999985 ms
117,2432.8999999999987 ms
117,2437.3499999999985 ms
117,2444.5499999999984 ms
117,2448.3999999999987 ms
117,2448.949999999998 ms
117,2454.0499999999984 ms
117,2459.449999999998 ms
117,2463.8999999999987 ms
117,2464.8499999999976 ms
117,2475.0999999999976 ms
117,2485.0499999999984 ms
117,2485.649999999998 ms
117,2499.699999999998 ms
117,2508.0999999999976 ms
117,2510.3999999999987 ms
117,2527.0999999999976 ms
117,2541.1499999999987 ms
117,2549.999999999998 ms
117,2577.8499999999985 ms
117,2578.8499999999985 ms
117,2584.3499999999985 ms
117,2597.8499999999985 ms
117,2598.0499999999975 ms
117,2613.249999999998 ms
117,2616.5499999999975 ms
117,2629.449999999998 ms
117,2632.2999999999984 ms
117,2641.149999999998 ms
117,2650.899999999998 ms
117,2651.749999999998 ms
117,2656.449999999997 ms
117,2663.0999999999976 ms
117,2672.649999999998 ms
117,2673.2999999999975 ms
117,2679.449999999998 ms
117,2686.7999999999984 ms
117,2688.9999999999973 ms
117,2694.7999999999984 ms
117,2697.699999999998 ms
117,2701.749999999998 ms
117,2702.699999999998 ms
117,2715.8499999999976 ms
117,2721.749999999998 ms
117,2736.5499999999984 ms
117,2744.7999999999984 ms
117,2745.949999999998 ms
117,2751.5999999999985 ms
117,2757.999999999998 ms
117,2765.2999999999993 ms
117,2775.2999999999993 ms
117,2787.249999999998 ms
117,2798.1499999999987 ms
117,2798.6499999999987 ms
117,2813.0499999999984 ms
117,2823.3499999999995 ms
117,2823.449999999999 ms
117,2834.2999999999993 ms
117,2851.6499999999987 ms
117,2854.449999999999 ms
117,2862.0499999999993 ms
117,2871.499999999998 ms
117,2872.8499999999985 ms
117,2877.499999999998 ms
117,2880.8999999999987 ms
117,2892.6499999999987 ms
117,2922.3999999999987 ms
117,2925.0999999999985 ms
117,2928.5499999999984 ms
117,2932.7999999999984 ms
117,2937.8999999999987 ms
117,2952.2999999999984 ms
117,2954.949999999998 ms
117,2962.249999999999 ms
117,2970.5499999999984 ms
117,2973.999999999999 ms
117,2981.7999999999984 ms
117,2988.1499999999987 ms
117,3003.449999999999 ms
117,3007.8499999999985 ms
117,3015.5999999999985 ms
117,3032.449999999999 ms
117,3035.749999999999 ms
117,3038.8999999999987 ms
117,3048.8999999999987 ms
117,3050.2999999999993 ms
117,3059.3499999999995 ms
117,3075.999999999999 ms
117,3076.3499999999995 ms
117,3076.999999999999 ms
117,3078.8999999999996 ms
117,3082.8499999999995 ms
117,3085.2999999999993 ms
117,3103.499999999999 ms
117,3111.699999999999 ms
117,3115.7999999999993 ms
117,3123.449999999999 ms
117,3129.2999999999993 ms
117,3132.699999999999 ms
117,3144.949999999999 ms
117,3152.999999999999 ms
117,3161.949999999999 ms
117,3167.449999999999 ms
117,3169.699999999999 ms
117,3169.7999999999993 ms
117,3176.1499999999987 ms
117,3182.2999999999984 ms
117,3187.7999999999984 ms
117,3189.5499999999984 ms
117,3192.499999999999 ms
117,3199.0999999999985 ms
117,3199.7999999999984 ms
117,3208.0999999999985 ms
117,3209.249999999998 ms
117,3214.699999999999 ms
117,3224.949999999999 ms
117,3250.0499999999984 ms
117,3260.249999999998 ms
117,3262.249999999998 ms
117,3268.2999999999984 ms
117,3275.8499999999985 ms
117,3292.1499999999987 ms
117,3295.249999999999 ms
117,3298.5499999999984 ms
117,3300.0999999999995 ms
117,3310.749999999999 ms
117,3324.699999999999 ms
117,3325.5499999999993 ms
117,3328.249999999998 ms
117,3328.949999999999 ms
117,3335.0499999999984 ms
117,3343.3999999999987 ms
117,3345.3999999999987 ms
117,3352.2999999999984 ms
117,3358.0499999999984 ms
117,3360.5999999999985 ms
117,3361.199999999999 ms
117,3373.399999999998 ms
117,3380.399999999998 ms
117,3381.199999999999 ms
117,3385.749999999998 ms
117,3400.3999999999987 ms
117,3431.699999999999 ms
117,3434.199999999999 ms
117,3435.0499999999993 ms
117,3441.5999999999985 ms
117,3450.249999999999 ms
117,3457.5999999999995 ms
117,3458.3999999999987 ms
117,3486.5499999999993 ms
117,3487.449999999999 ms
117,3506.5999999999995 ms
117,3531.0499999999993 ms
117,3535.449999999999 ms
117,3535.7999999999993 ms
117,3548.0999999999995 ms
117,3569.7 ms
117,3579.8499999999995 ms
117,3587.999999999999 ms
117,3593.3999999999996 ms
117,3595.0 ms
117,3598.75 ms
117,3615.0999999999995 ms
117,3617.999999999999 ms
117,3624.3999999999996 ms
117,3626.6499999999996 ms
117,3633.25 ms
117,3645.449999999999 ms
117,3651.0499999999993 ms
117,3670.749999999999 ms
117,3675.0999999999995 ms
117,3675.7999999999984 ms
117,3685.449999999999 ms
