time,force,rate
0.0,0.0,0.603
0.05,0.0,0.606
0.1,5.867874978538148e-10,0.6089999999941028
0.15000000000000002,1.8153986996850838e-09,0.6119999999817259
0.2,3.6873646053703806e-09,0.6149999999628218
0.25,6.199001258573568e-09,0.6179999999373956
0.30000000000000004,9.346276676636707e-09,0.6209999999054554
0.35000000000000003,1.3125292742570153e-08,0.623999999867009
0.4,1.7532324747290323e-08,0.6269999998220621
0.45,2.2563816750330716e-08,0.629999999770619
0.5,2.821637294575167e-08,0.6329999997126827
0.55,3.448674906665232e-08,0.6359999996482546
0.6000000000000001,4.137184425936549e-08,0.638999999577335
0.65,4.886869330232713e-08,0.6419999994999231
0.7000000000000001,5.697445928461253e-08,0.6449999994160167
0.75,6.568642668471242e-08,0.6479999993256127
0.8,7.500199482439307e-08,0.6509999992287069
0.8500000000000001,8.491867167698185e-08,0.6539999991252942
0.9,9.543406801085382e-08,0.6569999990153685
0.9500000000000001,1.0654589184996856e-07,0.659999998898923
1.0,1.1825194323429161e-07,0.6629999987759498
1.05,1.305501092638653e-07,0.6659999986464408
1.1,1.4343835941117231e-07,0.6689999985103864
1.1500000000000001,1.5691474108726614e-07,0.6719999983677768
1.2000000000000002,1.7097737544793055e-07,0.6749999982186017
1.25,1.8562445342687284e-07,0.6779999980628496
1.3,2.0085423198365878e-07,0.6809999979005091
1.35,2.1666503055476366e-07,0.6839999977315678
1.4000000000000001,2.3305522769674373e-07,0.6869999975560132
1.4500000000000002,2.500232579111249e-07,0.6899999973738318
1.5,2.675676086411723e-07,0.6929999971850098
1.55,2.8568681743123417e-07,0.6959999969895334
1.6,3.0437946923986026e-07,0.6989999967873878
1.6500000000000001,3.2364419389836454e-07,0.7019999965785584
1.7000000000000002,3.4347966370696625e-07,0.7049999963630298
1.75,3.638845911610517e-07,0.7079999961407861
1.8,3.8485772680052023e-07,0.710999995911812
1.85,4.063978571755435e-07,0.7139999956760907
1.9000000000000001,4.2850380292244173e-07,0.7169999954336062
1.9500000000000002,4.5117441694371187e-07,0.7199999951843413
2.0,4.7440858268656845e-07,0.7229999949282792
2.0500000000000003,4.982052125146671e-07,0.7259999946654025
2.1,5.225632461679611e-07,0.728999994395694
2.15,5.474816493059248e-07,0.731999994119136
2.2,5.729594121296254e-07,0.7349999938357104
2.25,5.989955480783792e-07,0.7379999935453992
2.3000000000000003,6.255890925969491e-07,0.7409999932481843
2.35,6.52739101969469e-07,0.7439999929440473
2.4000000000000004,6.804446522164803e-07,0.7469999926329696
2.45,7.087048380516644e-07,0.7499999923149324
2.5,7.375187718950361e-07,0.7529999919899172
2.5500000000000003,7.668855829395484e-07,0.7559999916579048
2.6,7.968044162682104e-07,0.7589999913188763
2.6500000000000004,8.272744320189829e-07,0.7619999909728123
2.7,8.582948045948745e-07,0.7649999906196939
2.75,8.898647219167769e-07,0.7679999902595015
2.8000000000000003,9.21983384716741e-07,0.7709999898922157
2.85,9.546500058694892e-07,0.773999989517817
2.9000000000000004,9.878638097601051e-07,0.7769999891362858
2.95,1.0216240316859386e-06,0.7799999887476023
3.0,1.0559299172908708e-06,0.782999988351747
3.0500000000000003,1.0907807220301905e-06,0.7859999879486999
3.1,1.1261757106644271e-06,0.7889999875384412
3.1500000000000004,1.1621141567805597e-06,0.791999987120951
